PMID,Title,Authors,First Author,Journal/Book,Publication Year,Create Date
25089008,"Left heart disease: a frequent cause of early pulmonary hypertension in systemic sclerosis, unrelated to elevated NT-proBNP levels or overt cardiac fibrosis but associated with increased levels of MR-proANP and MR-proADM: retrospective analysis of a French Canadian cohort","Miller L, Chartrand S, Koenig M, Goulet JR, Rich É, Chin AS, Chartrand-Lefebvre C, Abrahamowicz M, Senécal JL, Grodzicky T.",Miller L,Scand J Rheumatol,2014,05-08-2014
37443830,Atrial Cardiomyopathy in Valvular Heart Disease: From Molecular Biology to Clinical Perspectives,"Molnár AÁ, Sánta A, Pásztor DT, Merkely B.",Molnár AÁ,Cells,2023,14-07-2023
27807307,Demographic and echocardiographic predictors of anatomic site and outcomes of surgical interventions for cardiogenic limb emboli,"Landry GJ, Shukla R, Rahman A, Azarbal AF, Mitchell EL, Liem TK, Moneta GL.",Landry GJ,Vasc Med,2016,04-11-2016
30517330,The cardiopulmonary bypass and cancer dissemination puzzle1,"Évora PRB, Albuquerque AAS, Nadai TR, Mente ED, Sankarankuty AK, Castro-E-Silva O.",Évora PRB,Acta Cir Bras,2018,06-12-2018
18625792,Doin' the twist: new tools for an old concept of myocardial function,"Burns AT, McDonald IG, Thomas JD, Macisaac A, Prior D.",Burns AT,Heart,2008,16-07-2008
22301727,[Hereditary cardiac amyloidosis with transthyretin mutations. A cause of sudden death ],"Edler C, Saeger W, Orth U, Braun C, Wulff B, Sperhake J.",Edler C,Herz,2012,04-02-2012
31504266,Comprehensive autophagy evaluation in cardiac disease models,"Kaludercic N, Maiuri MC, Kaushik S, Fernández ÁF, de Bruijn J, Castoldi F, Chen Y, Ito J, Mukai R, Murakawa T, Nah J, Pietrocola F, Saito T, Sebti S, Semenzato M, Tsansizi L, Sciarretta S, Madrigal-Matute J.",Kaludercic N,Cardiovasc Res,2020,11-09-2019
27587565,A comparison of medical records and patient questionnaires as sources for the estimation of costs within research studies and the implications for economic evaluation,"Gillespie P, O'Shea E, Smith SM, Cupples ME, Murphy AW.",Gillespie P,Fam Pract,2016,03-09-2016
34545210,Decision-making and experiences of preimplantation genetic diagnosis in inherited heart diseases: a qualitative study,"Yeates L, McDonald K, Burns C, Semsarian C, Carter S, Ingles J.",Yeates L,Eur J Hum Genet,2022,21-09-2021
9929753,Cardiac and autonomic evaluation in a pediatric population with human immunodeficiency virus,"Plein D, Van Camp G, Cosyns B, Alimenti A, Levy J, Vandenbossche JL.",Plein D,Clin Cardiol,1999,04-02-1999
1390274,Mortality among firefighters from three northwestern United States cities,"Demers PA, Heyer NJ, Rosenstock L.",Demers PA,Br J Ind Med,1992,01-09-1992
35439907,Pre-operative 2-D transthoracic echocardiographic diagnosis with intra-operative findings of children with structural heart diseases: A comparative analysis,"Ujunwa FA, Chinawa JM, Okwulehie V, Obidike EK.",Ujunwa FA,Niger J Clin Pract,2022,20-04-2022
10816870,Congenital heart disease in adolescence,Hunter S.,Hunter S,J R Coll Physicians Lond,2000,19-05-2000
15894404,Functional foods: health claim-food product compatibility and the impact of health claim framing on consumer evaluation,"van Kleef E, van Trijp HC, Luning P.",van Kleef E,Appetite,2005,17-05-2005
20490478,Delayed enhancement cardiac magnetic resonance imaging in propionic acidemia,"Iwashima S, Ishikawa T, Ohzeki T, Endou Y.",Iwashima S,Pediatr Cardiol,2010,22-05-2010
33941335,A systematic review of the quality of life assessment tools for cats in the published literature,"Doit H, Dean RS, Duz M, Brennan ML.",Doit H,Vet J,2021,04-05-2021
14724558,"Declining prevalence of no known major risk factors for heart disease and stroke among adults--United States, 1991-2001",Centers for Disease Control and Prevention (CDC).,Centers for Disease Control and Prevention (CDC),MMWR Morb Mortal Wkly Rep,2004,16-01-2004
20395343,Tracing cardiac metabolism in vivo: one substrate at a time,Taegtmeyer H.,Taegtmeyer H,J Nucl Med,2010,17-04-2010
11560853,Hypertrophic cardiomyopathy: histopathological features of sudden death in cardiac troponin T disease,"Varnava AM, Elliott PM, Baboonian C, Davison F, Davies MJ, McKenna WJ.",Varnava AM,Circulation,2001,19-09-2001
4025122,The value of electrophysiologic studies in syncope of undetermined origin: report of 150 cases,"Teichman SL, Felder SD, Matos JA, Kim SG, Waspe LE, Fisher JD.",Teichman SL,Am Heart J,1985,01-08-1985
27651007,Position paper for management of elderly patients with pacemakers and implantable cardiac defibrillators Groupe de rythmologie et stimulation cardiaque de la Société française de cardiologie et Société française de gériatrie et gérontologie,"Fauchier L, Alonso C, Anselme F, Blangy H, Bordachar P, Boveda S, Clementy N, Defaye P, Deharo JC, Friocourt P, Gras D, Halimi F, Klug D, Mansourati J, Obadia B, Pasquié JL, Pavin D, Sadoul N, Taieb J, Piot O, Hanon O.",Fauchier L,Geriatr Psychol Neuropsychiatr Vieil,2016,22-09-2016
15276915,ProBNP-derived peptides in cardiac disease,Goetze JP.,Goetze JP,Scand J Clin Lab Invest,2004,28-07-2004
27668809,Kawasaki Disease at 50 Years,"Cohen E, Sundel R.",Cohen E,JAMA Pediatr,2016,27-09-2016
28154662,Surgery for rheumatic mitral valve disease in sub-saharan African countries: why valve repair is still the best surgical option,"Mvondo CM, Pugliese M, Giamberti A, Chelo D, Kuate LM, Boombhi J, Dailor EM.",Mvondo CM,Pan Afr Med J,2016,04-02-2017
22897318,Impact of the preprocedural frequency of paroxysmal atrial fibrillation on the clinical outcome after catheter ablation,"Miyazaki S, Kuwahara T, Takahashi A.",Miyazaki S,Pacing Clin Electrophysiol,2012,18-08-2012
23736216,"Experiences, considerations and emotions relating to cardiogenetic evaluation in relatives of young sudden cardiac death victims","van der Werf C, Onderwater AT, van Langen IM, Smets EM.",van der Werf C,Eur J Hum Genet,2014,06-06-2013
33346365,Underlying heart diseases and acute COVID-19 outcomes,"Núñez-Gil IJ, Fernández-Ortiz A, Maroud Eid C, Huang J, Romero R, Becerra-Muñoz VM, Uribarri A, Feltes G, Trabatoni D, Fernandez-Rozas I, Viana-Llamas MC, Pepe M, Cerrato E, Bertaina M, Capel Astrua T, Alfonso E, Castro-Mejía AF, Raposeiras-Roubin S, D'Ascenzo F, Espejo Paeres C, Signes-Costa J, Bardaji A, Fernandez-Pérez C, Marin F, Fabregat-Andres O, Akin I, Estrada V, Macaya C.",Núñez-Gil IJ,Cardiol J,2021,21-12-2020
1387897,Pulmonary hypertension and cardiac insufficiency in three cows with primary lung disease,"Angel KL, Tyler JW.",Angel KL,J Vet Intern Med,1992,01-07-1992
3343064,Magnetic resonance imaging of the heart for determination of ejection fraction,"van Rossum AC, Visser FC, van Eenige MJ, Valk J, Roos JP.",van Rossum AC,Int J Cardiol,1988,01-01-1988
18999883,Multimarker approach to evaluation of cardiac toxicity during preparative regimen and hematopoietic cell transplantation,"Horacek JM, Tichy M, Pudil R, Jebavy L, Zak P, Ulrychova M, Slovacek L, Maly J.",Horacek JM,Neoplasma,2008,13-11-2008
6537541,Generalized anxiety or depression measured by the Hamilton Anxiety Scale and the Melancholia Scale in patients before and after cardiac surgery,"Bech P, Grosby H, Husum B, Rafaelsen L.",Bech P,Psychopathology,1984,01-01-1984
14962637,"Cardiac heart disease in the era of sucrose polyester, Helicobacter pylori and Chlamydia pneumoniae","Fouad FM, Mamer O, Sauriol F, Khayyal M, Lesimple A, Ruhenstroth-Bauer G.",Fouad FM,Med Hypotheses,2004,14-02-2004
21431305,Role of microRNAs in cardiac remodeling and heart failure,"Topkara VK, Mann DL.",Topkara VK,Cardiovasc Drugs Ther,2011,25-03-2011
36478645,Genetic aetiology distribution of 398 foetuses with congenital heart disease in the prenatal setting,"Yi T, Hao X, Sun H, Zhang Y, Han J, Gu X, Sun L, Liu X, Zhao Y, Guo Y, Zhou X, He Y.",Yi T,ESC Heart Fail,2023,08-12-2022
12766749,"Preventing heart disease by controlling hypertension: impact of hypertensive subtype, stage, age, and sex","Wong ND, Thakral G, Franklin SS, L'Italien GJ, Jacobs MJ, Whyte JL, Lapuerta P.",Wong ND,Am Heart J,2003,27-05-2003
17307413,Cardiac power output predicts mortality across a broad spectrum of patients with acute cardiac disease,"Mendoza DD, Cooper HA, Panza JA.",Mendoza DD,Am Heart J,2007,20-02-2007
33663224,Integrated Care in Atrial Fibrillation: A Road Map to the Future,"Bhat A, Khanna S, Chen HHL, Gupta A, Gan GCH, Denniss AR, MacIntyre CR, Tan TC.",Bhat A,Circ Cardiovasc Qual Outcomes,2021,05-03-2021
33559800,Contemporary use of cardiac imaging for COVID-19 patients: a three center experience defining a potential role for cardiac MRI,"Panchal A, Kyvernitakis A, Mikolich JR, Biederman RWW.",Panchal A,Int J Cardiovasc Imaging,2021,09-02-2021
21900083,Heart disease may be a risk factor for pulmonary embolism without peripheral deep venous thrombosis,"Sørensen HT, Horvath-Puho E, Lash TL, Christiansen CF, Pesavento R, Pedersen L, Baron JA, Prandoni P.",Sørensen HT,Circulation,2011,09-09-2011
23324446,2-[¹⁸F]fluoro-2-deoxy-D-glucose (FDG) positron-emission tomography (PET) findings of chronic expanding intrapericardial hematoma: a potential interpretive pitfall that mimics a malignant tumor,"Tokue H, Tokue A, Okauchi K, Tsushima Y.",Tokue H,J Cardiothorac Surg,2013,18-01-2013
31004765,Should we abandon the term 〝lone atrial fibrillation〞?,"Lin KB, Marine JE, Calkins H, Nazarian S, Wei M, Huang D, Li JB.",Lin KB,Hellenic J Cardiol,2019,21-04-2019
15342473,"Foxp1 regulates cardiac outflow tract, endocardial cushion morphogenesis and myocyte proliferation and maturation","Wang B, Weidenfeld J, Lu MM, Maika S, Kuziel WA, Morrisey EE, Tucker PW.",Wang B,Development,2004,03-09-2004
17116181,Mortality in individuals with Type 2 diabetes and heart disease in a unique New Zealand population,"Kerr GD, Gamble GD, Doughty RN, Simmons D, Baker J.",Kerr GD,Diabet Med,2006,23-11-2006
30347686,Allogeneic Mesenchymal Stem Cells and Biomaterials: The Perfect Match for Cardiac Repair?,"Perez-Estenaga I, Prosper F, Pelacho B.",Perez-Estenaga I,Int J Mol Sci,2018,24-10-2018
37932424,Heart failure patients monitoring using IoT-based remote monitoring system,"Umer M, Aljrees T, Karamti H, Ishaq A, Alsubai S, Omar M, Bashir AK, Ashraf I.",Umer M,Sci Rep,2023,06-11-2023
15951458,Is antibiotic prophylaxis for bacterial endocarditis cost-effective?,"Agha Z, Lofgren RP, VanRuiswyk JV.",Agha Z,Med Decis Making,2005,14-06-2005
18181819,Mass print media depictions of cancer and heart disease: community versus individualistic perspectives?,"Clarke J, van Amerom G.",Clarke J,Health Soc Care Community,2008,10-01-2008
19767285,Management of Behçet disease with multiple complications,"El Houari T, Oukerraj L, Ghzaiel L, Fellat I, Azeroual M, Serraj K, Mezalek ZT, Cherti M, Zarzur J, Arharbi M.",El Houari T,Hellenic J Cardiol,2009,22-09-2009
1271176,Genetic counseling for congenital heart disease,"Halloran KH, Hsia E, Rosenberg LE.",Halloran KH,J Pediatr,1976,01-06-1976
23922120,Psychological distress and comorbid physical conditions: disease or disability?,"Byles JE, Robinson I, Banks E, Gibson R, Leigh L, Rodgers B, Curryer C, Jorm L.",Byles JE,Depress Anxiety,2014,08-08-2013
28592901,High-Resolution Magnetic Resonance Imaging of the Regenerating Adult Zebrafish Heart,"Koth J, Maguire ML, McClymont D, Diffley L, Thornton VL, Beech J, Patient RK, Riley PR, Schneider JE.",Koth J,Sci Rep,2017,09-06-2017
37154493,PTPMT1 protects cardiomyocytes from necroptosis induced by γ-ray irradiation through alleviating mitochondria injury,"Yi J, Yue L, Zhang Y, Tao N, Duan H, Lv L, Tan Y, Wang H.",Yi J,Am J Physiol Cell Physiol,2023,08-05-2023
32476276,Cardiac involvement in a cross-sectional cohort of myotonic dystrophies and other skeletal myopathies,"Schmid J, Beer M, Berghold A, Stojakovic T, Scharnagl H, Dieplinger B, Quasthoff S, Binder JS, Rainer PP.",Schmid J,ESC Heart Fail,2020,02-06-2020
25023130,"Future Care Planning for patients approaching end-of-life with advanced heart disease: an interview study with patients, carers and healthcare professionals exploring the content, rationale and design of a randomised clinical trial","Denvir MA, Highet G, Robertson S, Cudmore S, Reid J, Ness A, Hogg K, Weir C, Murray S, Boyd K.",Denvir MA,BMJ Open,2014,16-07-2014
19392922,Self-reported diagnosis of heart disease: results from the SHIELD study,"Lewis SJ, Fox KM, Grandy S; SHIELD Study Group.",Lewis SJ,Int J Clin Pract,2009,28-04-2009
20952451,Cardioprotective effect of lemon grass as evidenced by biochemical and histopathological changes in experimentally induced cardiotoxicity,"Gayathri K, Jayachandran KS, Vasanthi HR, Rajamanickam GV.",Gayathri K,Hum Exp Toxicol,2011,19-10-2010
39237943,Analysis of influencing factors and construction of risk prediction model for postoperative thrombocytopenia in critically ill patients with heart disease,"Song C, Wu Y, Liu Y, Zhang J, Peng J, Zhou Y, Yi L.",Song C,J Cardiothorac Surg,2024,05-09-2024
12127374,Spread of heart diseases seen in an open-access paediatric echocardiography clinic,"Venugopalan P, Agarwal AK, Johnston WJ, Riveria E.",Venugopalan P,Int J Cardiol,2002,20-07-2002
35751835,Cardiovascular Damage in COVID-19: What We Know Two Years Later,"Nuzzi V, Del Mestre E, Degrassi A, Bromage DI, Manca P, Piper S, Artico J, Gentile P, Scott PA, Chiatto M, Merlo M, Pareek N, Giacca M, Sinagra G, McDonagh TA, Cannata A.",Nuzzi V,Curr Cardiol Rep,2022,25-06-2022
11178674,Intracardiac juvenile xanthogranuloma in a newborn,"Malcić I, Novick WM, Dasović-Buljević A, Jelasić D, Jelusić M, Kniewald H.",Malcić I,Pediatr Cardiol,2001,15-02-2001
21295669,Intensive care of the adult patient with congenital heart disease,Allan CK.,Allan CK,Prog Cardiovasc Dis,2011,08-02-2011
32677022,Letter to the editor: is it time for imaging to level with pathology?,Zhao S.,Zhao S,Int J Cardiovasc Imaging,2020,18-07-2020
26762963,"Neighbourhood disadvantage and self-reported type 2 diabetes, heart disease and comorbidity: a cross-sectional multilevel study","Rachele JN, Giles-Corti B, Turrell G.",Rachele JN,Ann Epidemiol,2016,15-01-2016
38164645,Coronary artery disease in older adults with congenital heart defects: risk factors and pharmacotherapy,"Kowalik E, Kwiatek-Wrzosek A, Kowalski M, Biernacka EK, Hoffman P.",Kowalik E,Pol Arch Intern Med,2024,02-01-2024
24213858,Modifiers of heart and muscle function: where genetics meets physiology,"Swaggart KA, McNally EM.",Swaggart KA,Exp Physiol,2014,12-11-2013
9472235,Prehospital correlates of sleep in patients hospitalized with cardiac disease,"Redeker NS, Tamburri L, Howland CL.",Redeker NS,Res Nurs Health,1998,24-02-1998
8540469,Prevalence and predictors of atrial fibrillation in rheumatic valvular heart disease,"Diker E, Aydogdu S, Ozdemir M, Kural T, Polat K, Cehreli S, Erdogan A, Göksel S.",Diker E,Am J Cardiol,1996,01-01-1996
32890611,Dose-response relationships for radiation-related heart disease: Impact of uncertainties in cardiac dose reconstruction,"Ntentas G, Darby SC, Aznar MC, Hodgson DC, Howell RM, Maraldo MV, Ahmed S, Ng A, Aleman BMP, Cutter DJ.",Ntentas G,Radiother Oncol,2020,05-09-2020
37244700,Restorative Treatment in a Patient with Symptomatic Valvular and Structural Heart Disease,"Strauch KA, Robbins MR.",Strauch KA,Dent Clin North Am,2023,27-05-2023
17568246,Short-term patient-reported outcomes after different exercise-based cardiac rehabilitation programmes,"Benzer W, Platter M, Oldridge NB, Schwann H, Machreich K, Kullich W, Mayr K, Philippi A, Gassner A, Dörler J, Höfer S.",Benzer W,Eur J Cardiovasc Prev Rehabil,2007,15-06-2007
12242956,[Heart and brain],"Kaps M, Allendörfer J.",Kaps M,Nervenarzt,2002,24-09-2002
34299295,Every Beat You Take-The Wilms' Tumor Suppressor WT1 and the Heart,"Wagner N, Wagner KD.",Wagner N,Int J Mol Sci,2021,24-07-2021
31229803,Delayed time from RBC transfusion dependence to first cardiac event in lower IPSS risk MDS patients receiving iron chelation therapy,"Wong CAC, Leitch HA.",Wong CAC,Leuk Res,2019,24-06-2019
19203221,Cardiac repair with adult bone marrow-derived cells: the clinical evidence,"Dawn B, Abdel-Latif A, Sanganalmath SK, Flaherty MP, Zuba-Surma EK.",Dawn B,Antioxid Redox Signal,2009,11-02-2009
34051971,Valvular Disease and Heart Failure with Preserved Ejection Fraction,"Fan Y, Pui-Wai Lee A.",Fan Y,Heart Fail Clin,2021,30-05-2021
18626605,Magnetic resonance of mouse models of cardiac disease,"Hiller KH, Waller C, Haase A, Jakob PM.",Hiller KH,Handb Exp Pharmacol,2008,16-07-2008
26262887,Protective effect of N-acetylcysteine on cyclophosphamide-induced cardiotoxicity in rats,"Mansour HH, El Kiki SM, Hasan HF.",Mansour HH,Environ Toxicol Pharmacol,2015,12-08-2015
20552653,Percutaneous treatment of iatrogenic left-anterior descending artery to right ventricle fistula,"Oreglia JA, Bruschi G, Klugmann S.",Oreglia JA,Catheter Cardiovasc Interv,2010,17-06-2010
9356089,Myocardial ischemia and adverse cardiac outcomes in cardiac patients undergoing noncardiac surgery with sevoflurane and isoflurane. Sevoflurane Ischemia Study Group,"Ebert TJ, Kharasch ED, Rooke GA, Shroff A, Muzi M.",Ebert TJ,Anesth Analg,1997,14-11-1997
24607020,Cardiac rehabilitation in India,"Madan K, Babu AS, Contractor A, Sawhney JP, Prabhakaran D, Gupta R.",Madan K,Prog Cardiovasc Dis,2014,11-03-2014
